IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
700696,Qual,15,Male,Some college or associate degree,White,midwest,09.5 to 20 mo,126,16,24,22,20,21,20,19,11
700697,Qual,21,Male,Some college or associate degree,White,south,21 to 31.5 mo,70,12,12,12,10,10,13,13,11
700698,Qual,28,Female,Some college or associate degree,White,midwest,21 to 31.5 mo,98,19,17,15,16,14,18,18,14
700699,Qual,13,Male,High school graduate (including GED),White,northeast,09.5 to 20 mo,87,16,17,15,12,12,17,14,20
700700,Qual,19,Female,Some college or associate degree,White,south,09.5 to 20 mo,74,18,12,12,11,11,13,15,12
700701,Qual,12,Male,High school graduate (including GED),MultiRacial,midwest,09.5 to 20 mo,80,10,19,15,13,11,11,11,10
700702,Qual,25,Male,High school graduate (including GED),Hispanic,south,21 to 31.5 mo,119,31,14,13,26,21,28,17,20
700703,Qual,17,Male,High school graduate (including GED),Black,south,09.5 to 20 mo,72,14,11,12,11,10,14,14,12
700704,Qual,15,Female,Did not complete high school (no diploma),White,south,09.5 to 20 mo,83,10,18,15,13,14,13,10,10
700705,Qual,20,Male,High school graduate (including GED),White,northeast,09.5 to 20 mo,105,16,17,18,18,21,17,14,11
700706,Qual,10,Male,Some college or associate degree,White,midwest,09.5 to 20 mo,94,22,19,14,13,11,20,17,20
700707,Qual,10,Female,Some college or associate degree,White,south,09.5 to 20 mo,113,13,20,20,21,16,18,18,15
700708,Qual,15,Male,Some college or associate degree,White,midwest,09.5 to 20 mo,123,17,18,21,27,22,24,11,13
700709,Qual,10,Male,Some college or associate degree,Hispanic,south,09.5 to 20 mo,102,22,15,16,17,19,18,17,13
700710,Qual,15,Male,High school graduate (including GED),White,midwest,09.5 to 20 mo,103,20,22,18,13,11,19,20,17
700711,Qual,12,Male,High school graduate (including GED),AmericanIndAlaskanNat,west,09.5 to 20 mo,127,25,23,21,21,18,24,20,29
700712,Qual,12,Male,Some college or associate degree,White,south,09.5 to 20 mo,91,13,19,16,16,10,19,11,10
700713,Qual,17,Female,Some college or associate degree,White,midwest,09.5 to 20 mo,109,24,20,21,12,11,23,22,24
700714,Qual,10,Male,Some college or associate degree,MultiRacial,south,09.5 to 20 mo,87,21,17,14,13,13,16,14,12
700715,Qual,19,Male,Some college or associate degree,MultiRacial,midwest,09.5 to 20 mo,145,32,26,24,23,24,24,24,24
700716,Qual,19,Female,Some college or associate degree,White,northeast,09.5 to 20 mo,81,16,14,13,13,14,13,14,15
700717,Qual,22,Male,High school graduate (including GED),White,south,21 to 31.5 mo,82,12,13,13,16,14,14,12,10
700718,Qual,13,Female,Some college or associate degree,Black,south,09.5 to 20 mo,86,19,16,16,17,13,12,12,10
700719,Qual,10,Male,Some college or associate degree,White,south,09.5 to 20 mo,102,17,17,19,17,13,17,19,15
700720,Qual,24,Female,Some college or associate degree,MultiRacial,south,21 to 31.5 mo,80,13,19,17,10,10,12,12,10
700721,Qual,19,Male,Some college or associate degree,Hispanic,south,09.5 to 20 mo,81,14,14,15,14,12,14,12,10
700722,Qual,16,Male,Some college or associate degree,White,west,09.5 to 20 mo,71,14,11,11,13,10,16,10,10
700723,Qual,22,Male,High school graduate (including GED),White,south,21 to 31.5 mo,115,18,20,23,16,17,24,15,13
700724,Qual,11,Female,High school graduate (including GED),MultiRacial,west,09.5 to 20 mo,74,14,14,12,11,10,17,10,10
700725,Qual,13,Male,Some college or associate degree,White,south,09.5 to 20 mo,76,18,11,14,12,16,13,10,10
700726,Qual,27,Male,High school graduate (including GED),White,south,21 to 31.5 mo,71,11,10,11,13,10,17,10,10
700727,Qual,20,Female,Some college or associate degree,Black,south,09.5 to 20 mo,102,13,23,19,16,11,18,15,10
700728,Qual,19,Female,Some college or associate degree,Black,south,09.5 to 20 mo,73,13,14,13,11,11,12,12,10
700729,Qual,10,Male,High school graduate (including GED),Hispanic,northeast,09.5 to 20 mo,86,12,16,17,14,11,13,15,13
700730,Qual,14,Female,High school graduate (including GED),White,south,09.5 to 20 mo,111,19,20,21,14,20,18,18,10
700731,Qual,22,Female,Some college or associate degree,MultiRacial,south,21 to 31.5 mo,83,16,17,12,14,14,13,13,10
700732,Qual,23,Female,High school graduate (including GED),White,northeast,21 to 31.5 mo,104,16,32,27,11,11,12,11,10
700733,Qual,10,Female,High school graduate (including GED),White,south,09.5 to 20 mo,96,22,17,17,13,16,15,18,11
700734,Qual,21,Male,Some college or associate degree,White,south,21 to 31.5 mo,91,22,16,23,13,11,15,13,12
700735,Qual,16,Female,Some college or associate degree,Hispanic,south,09.5 to 20 mo,107,25,15,19,22,17,16,18,21
700736,Qual,25,Female,Some college or associate degree,MultiRacial,northeast,21 to 31.5 mo,67,13,11,12,11,10,13,10,10
701185,Qual,4,Male,Some college or associate degree,White,west,03.5 to 6 mo,93,21,23,13,17,11,15,14,10
NA,SM,12,Male,Some college or associate degree,White,south,09.5 to 20 mo,114,11,19,20,24,18,20,13,13
